measure	row	version	bold_header	indent_header	redcap	worksheet	column
Long-Delay Free Recall	211	3.0	Word Memory Test	Word Memory Test	NA	NA	NA
LANGUAGE	214	3.0	LANGUAGE	LANGUAGE	NA	NA	NA
Boston Diagnostic Aphasia Exam-3	216	3.0	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	NA	NA	NA
Boston Naming Test	217	3.0	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bnt_raw	Template	3
Boston Naming Test	217	3.0	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bnt_ss	Template	4
Complex Ideational Material	218	3.0	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_CIM_raw	Template	3
Complex Ideational Material	218	3.0	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_CIM_ss	Template	4
Commands	219	3.0	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	NA	NA	NA
Repeating Phrases	220	3.0	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_RS_raw	Template	3
Repeating Phrases	220	3.0	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_RN_raw	Template	4
Picture Description: Cookie Theft	221	3.0	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_CT_raw	Template	3
Picture Description: Cookie Theft	221	3.0	Boston Diagnostic Aphasia Exam-3	Boston Diagnostic Aphasia Exam-3	bdae_SP_raw	Template	4
Multi-Lingual Aphasia Exam-3	222	3.0	Multi-Lingual Aphasia Exam-3	Multi-Lingual Aphasia Exam-3	NA	NA	NA
Tokens	223	3.0	Multi-Lingual Aphasia Exam-3	Multi-Lingual Aphasia Exam-3	NA	NA	NA
Sentence Repetition	224	3.0	Multi-Lingual Aphasia Exam-3	Multi-Lingual Aphasia Exam-3	NA	NA	NA
Visual Naming	225	3.0	Multi-Lingual Aphasia Exam-3	Multi-Lingual Aphasia Exam-3	NA	NA	NA
Right-Left Orientation	226	3.0	Right-Left Orientation	Right-Left Orientation	NA	NA	NA
Peabody Picture Vocabulary Test-4	227	3.0	Peabody Picture Vocabulary Test-4	Peabody Picture Vocabulary Test-4	NA	NA	NA
ACADEMIC ACHIEVEMENT	229	3.0	ACADEMIC ACHIEVEMENT	ACADEMIC ACHIEVEMENT	NA	NA	NA
Wide Range Achievement Tests-4	231	3.0	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	NA	NA	NA
Word Reading	232	3.0	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	wratread_raw	Template	3
Word Reading	232	3.0	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	wratread_ss	Template	4
Spelling	233	3.0	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	NA	NA	NA
Math Computation	234	3.0	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	NA	NA	NA
Sentence Comprehension	235	3.0	Wide Range Achievement Tests-4	Wide Range Achievement Tests-4	NA	NA	NA
WJ-III Tests of Achievement	236	3.0	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Academic Skills	237	3.0	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Academic Applications	238	3.0	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Academic Fluency	239	3.0	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Broad Reading	240	3.0	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Letter-Word Identification	241	3.0	WJ-III Tests of Achievement	Broad Reading	NA	NA	NA
Reading Fluency	242	3.0	WJ-III Tests of Achievement	Broad Reading	NA	NA	NA
Passage Comprehension	243	3.0	WJ-III Tests of Achievement	Broad Reading	NA	NA	NA
Broad Written Language	244	3.0	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Spelling	245	3.0	WJ-III Tests of Achievement	Broad Written Language	NA	NA	NA
Writing Fluency	246	3.0	WJ-III Tests of Achievement	Broad Written Language	NA	NA	NA
Writing Samples	247	3.0	WJ-III Tests of Achievement	Broad Written Language	NA	NA	NA
Broad Math	248	3.0	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Calculation	249	3.0	WJ-III Tests of Achievement	Broad Math	NA	NA	NA
Math Fluency	250	3.0	WJ-III Tests of Achievement	Broad Math	NA	NA	NA
Applied Problems	251	3.0	WJ-III Tests of Achievement	Broad Math	NA	NA	NA
Basic Reading Skills	252	3.0	WJ-III Tests of Achievement	WJ-III Tests of Achievement	NA	NA	NA
Word Attack	253	3.0	WJ-III Tests of Achievement	Basic Reading Skills	WJIII_WA_raw	Template	3
Word Attack	253	3.0	WJ-III Tests of Achievement	Basic Reading Skills	WJIII_WA_ss	Template	4
Nelson-Denny Reading	254	3.0	Nelson-Denny Reading	Nelson-Denny Reading	NA	NA	NA
Comprehension	255	3.0	Nelson-Denny Reading	Nelson-Denny Reading	NA	NA	NA
Reading Rate	256	3.0	Nelson-Denny Reading	Nelson-Denny Reading	NA	NA	NA
Gray's Oral Reading Tests-4	257	3.0	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
Rate Score	258	3.0	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
Accuracy Score	259	3.0	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
Fluency Score	260	3.0	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
Comprehension Score	261	3.0	Gray's Oral Reading Tests-4	Gray's Oral Reading Tests-4	NA	NA	NA
Wechsler Individual Achievement Test-III	262	3.0	Wechsler Individual Achievement Test-III	Wechsler Individual Achievement Test-III	NA	NA	NA
Total Achievment:	263	3.0	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Total Reading Composite	264	3.0	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Reading Comprehension	265	3.0	Total Achievment:	Total Reading Composite	NA	NA	NA
Pseudoword Decoding	266	3.0	Total Achievment:	Total Reading Composite	NA	NA	NA
Pseudoword Decoding Speed	267	3.0	Total Achievment:	Total Reading Composite	NA	NA	NA
Oral Reading Fluency	268	3.0	Total Achievment:	Total Reading Composite	NA	NA	NA
Word Reading	269	3.0	Total Achievment:	Total Reading Composite	NA	NA	NA
Word Reading Speed	270	3.0	Total Achievment:	Total Reading Composite	NA	NA	NA
Basic Reading Composite	271	3.0	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Reading Comprehension and Fluency	272	3.0	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Written Expression	273	3.0	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Spelling	274	3.0	Total Achievment:	Written Expression	NA	NA	NA
Sentence Composition	275	3.0	Total Achievment:	Written Expression	NA	NA	NA
(Sentence Combining)	276	3.0	Total Achievment:	Sentence Composition	NA	NA	NA
(Sentence Building)	277	3.0	Total Achievment:	Sentence Composition	NA	NA	NA
Essay Composistion	278	3.0	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
(Word Count)	279	3.0	Total Achievment:	Sentence Composition	NA	NA	NA
(Theme Development/Organization)	280	3.0	Total Achievment:	Sentence Composition	NA	NA	NA
Mathematics Composite	281	3.0	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Math Problem Solving	282	3.0	Total Achievment:	Mathematics Composite	NA	NA	NA
Numerical Operations	283	3.0	Total Achievment:	Mathematics Composite	NA	NA	NA
Math Fluency	284	3.0	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Addition	285	3.0	Total Achievment:	Math Fluency	NA	NA	NA
Subtraction	286	3.0	Total Achievment:	Math Fluency	NA	NA	NA
Multiplication	287	3.0	Total Achievment:	Math Fluency	NA	NA	NA
Oral Language Composites	288	3.0	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
Listening Comprehension	289	3.0	Total Achievment:	Wechsler Individual Achievement Test-III	NA	NA	NA
(Receptive Vocabulary)	290	3.0	Total Achievment:	Multiplication	NA	NA	NA
(Oral Discourse Comprehension)	291	3.0	Total Achievment:	Multiplication	NA	NA	NA
Oral Expression	292	3.0	Total Achievment:	Listening Comprehension	NA	NA	NA
(Sentence Repetition)	293	3.0	Total Achievment:	Oral Expression	NA	NA	NA
(Expressive Vocabulary)	294	3.0	Total Achievment:	Oral Expression	NA	NA	NA
(Oral Word Fluency)	295	3.0	Total Achievment:	Oral Expression	NA	NA	NA
VISUAL-SPATIAL	297	3.0	VISUAL-SPATIAL	VISUAL-SPATIAL	NA	NA	NA
Judgment of Line Orientation	299	3.0	Judgment of Line Orientation	Judgment of Line Orientation	JLO_raw	Template	3
Judgment of Line Orientation	299	3.0	Judgment of Line Orientation	Judgment of Line Orientation	JLO_ss	Template	4
Benton's Facial Recognition	300	3.0	Benton's Facial Recognition	Benton's Facial Recognition	NA	NA	NA
Clock Drawing	301	3.0	Clock Drawing	Clock Drawing	clock_score	Template	3
Greek Cross	302	3.0	Greek Cross	Greek Cross	NA	NA	NA
Hooper Visual Organization	303	3.0	Hooper Visual Organization	Hooper Visual Organization	NA	NA	NA
Line Bisection	304	3.0	Line Bisection	Line Bisection	NA	NA	NA
Beery VMI (6th Edition)	305	3.0	Beery VMI (6th Edition)	Beery VMI (6th Edition)	NA	NA	NA
Beery VMI	306	3.0	Beery VMI (6th Edition)	Beery VMI (6th Edition)	NA	NA	NA
Visual Perception	307	3.0	Beery VMI (6th Edition)	Beery VMI (6th Edition)	NA	NA	NA
Motor Coordination	308	3.0	Motor Coordination	Motor Coordination	NA	NA	NA
WAIS-III: Block Design	309	3.0	WAIS-III: Block Design	WAIS-III: Block Design	NA	NA	NA
ATTENTION & CONCENTRATION	311	3.0	ATTENTION & CONCENTRATION	ATTENTION & CONCENTRATION	NA	NA	NA
WMS-III: Digit Span	313	3.0	WMS-III: Digit Span	WMS-III: Digit Span	NA	NA	NA
WMS-III: Spatial Span	314	3.0	WMS-III: Spatial Span	WMS-III: Spatial Span	NA	NA	NA
Symbol Digit Modalities Test	315	3.0	Symbol Digit Modalities Test	Symbol Digit Modalities Test	NA	NA	NA
Written	316	3.0	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_writ_raw	Template	3
Written	316	3.0	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_writ_ss	Template	4
Oral Retest	317	3.0	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_oral_raw	Template	3
Oral Retest	317	3.0	Symbol Digit Modalities Test	Symbol Digit Modalities Test	sdmt_oral_ss	Template	4
Oral Only	318	3.0	Symbol Digit Modalities Test	Symbol Digit Modalities Test	NA	NA	NA
Paced Auditory Serial Addition Test	319	3.0	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	NA	NA	NA
"3"" Rate"	320	3.0	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_3srate_raw	Template	3
"3"" Rate"	320	3.0	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_3srate_ss	Template	4
"2"" Rate"	321	3.0	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_2srate_raw	Template	3
"2"" Rate"	321	3.0	Paced Auditory Serial Addition Test	Paced Auditory Serial Addition Test	PASAT_2srate_ss	Template	4
Brief Test of Attention	322	3.0	Brief Test of Attention	Brief Test of Attention	NA	NA	NA
Gordon Diagnostic System	323	3.0	Gordon Diagnostic System	Gordon Diagnostic System	NA	NA	NA
Vigilance Task	324	3.0	Gordon Diagnostic System	Gordon Diagnostic System	NA	NA	NA
Correct (Block 1+2)	325	3.0	Gordon Diagnostic System	Vigilance Task	NA	NA	NA
Commissions (Block 1+2)	326	3.0	Gordon Diagnostic System	Vigilance Task	NA	NA	NA
Distractibility Task	327	3.0	Gordon Diagnostic System	Gordon Diagnostic System	NA	NA	NA
Correct (Block 1+2)	328	3.0	Gordon Diagnostic System	Distractibility Task	NA	NA	NA
Commissions (Block 1+2)	329	3.0	Gordon Diagnostic System	Distractibility Task	NA	NA	NA
Conner's CPT-II	330	3.0	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
ADHD Clinical Confidence Index	331	3.0	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Neurological Clinical Confidence Index	332	3.0	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Omissions	333	3.0	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Commissions	334	3.0	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Hit Reaction Time	335	3.0	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Variability	336	3.0	Conner's CPT-II	Conner's CPT-II	NA	NA	NA
Conner's CPT-3	337	3.0	Conner's CPT-3	Conner's CPT-3	NA	NA	NA
Detectability (d')	338	3.0	Conner's CPT-3	Conner's CPT-3	CPT3_disc_ss	Template	3
Omissions	339	3.0	Conner's CPT-3	Conner's CPT-3	CPT3_omis_ss	Template	3
Commissions	340	3.0	Conner's CPT-3	Conner's CPT-3	CPT3_comis_ss	Template	3
Perseverations	341	3.0	Conner's CPT-3	Conner's CPT-3	CPT3_per_ss	Template	3
HRT	342	3.0	Conner's CPT-3	Conner's CPT-3	CPT3_HRT_ss	Template	4
HRT SD	343	3.0	Conner's CPT-3	Conner's CPT-3	CPT3_HRTSD_ss	Template	4
Variability	344	3.0	Conner's CPT-3	Conner's CPT-3	CPT3_var_ss	Template	3
HRT Block Change	345	3.0	Conner's CPT-3	Conner's CPT-3	CPT3_HRTbc_ss	Template	3
HRT ISI Change	346	3.0	Conner's CPT-3	Conner's CPT-3	CPT3_HRTisi_ss	Template	3
Cancellation Tasks	347	3.0	Cancellation Tasks	Cancellation Tasks	NA	NA	NA
Omissions	348	3.0	Cancellation Tasks	Cancellation Tasks	NA	NA	NA
Commissions	349	3.0	Cancellation Tasks	Cancellation Tasks	NA	NA	NA
Completion Time	350	3.0	Cancellation Tasks	Cancellation Tasks	NA	NA	NA
EXECUTIVE FUNCTIONING	352	3.0	EXECUTIVE FUNCTIONING	EXECUTIVE FUNCTIONING	NA	NA	NA
COWAT	354	3.0	COWAT	COWAT	NA	NA	NA
FAS	355	3.0	FAS	FAS	NA	NA	NA
Animal Naming	356	3.0	Animal Naming	Animal Naming	NA	NA	NA
Trail Making Test: Part-A	357	3.0	Trail Making Test: Part-A	Trail Making Test: Part-A	trailsa_raw	Template	3
Trail Making Test: Part-A	357	3.0	Trail Making Test: Part-A	Trail Making Test: Part-A	trailsa_ss	Template	4
Trail Making Test: Part-A	357	3.0	Trail Making Test: Part-A	Trail Making Test: Part-A	trailsa_err	Template	6
Trail Making Test: Part-B	358	3.0	Trail Making Test: Part-B	Trail Making Test: Part-B	trailsb_raw	Template	3
Trail Making Test: Part-B	358	3.0	Trail Making Test: Part-B	Trail Making Test: Part-B	trailsb_ss	Template	4
Trail Making Test: Part-B	358	3.0	Trail Making Test: Part-B	Trail Making Test: Part-B	trailsb_err	Template	6
Trail Making Test: Part-A (Oral)	359	3.0	Trail Making Test: Part-A (Oral)	Trail Making Test: Part-A (Oral)	NA	NA	NA
Trail Making Test: Part-B (Oral)	360	3.0	Trail Making Test: Part-B (Oral)	Trail Making Test: Part-B (Oral)	NA	NA	NA
Wisconsin Card Sorting Test	361	3.0	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	NA	NA	NA
Categories Completed	362	3.0	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_cat_raw	Template	3
Categories Completed	362	3.0	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_cat_perc	Template	5
Failures to Maintain Set	363	3.0	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_fms_raw	Template	3
Failures to Maintain Set	363	3.0	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_fms_perc	Template	5
Total Errors	364	3.0	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_err_raw	Template	3
Total Errors	364	3.0	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_err_ss	Template	4
Perseverative Responses	365	3.0	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_per_raw	Template	3
Perseverative Responses	365	3.0	Wisconsin Card Sorting Test	Wisconsin Card Sorting Test	wcst_per_ss	Template	4
DKEFS - Trail Making	366	3.0	DKEFS - Trail Making	DKEFS - Trail Making	NA	NA	NA
Visual Scanning	367	3.0	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_vis_scan_raw	Template	3
Visual Scanning	367	3.0	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_vis_scan_ss	Template	4
Number Sequencing	368	3.0	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_num_seq_raw	Template	3
Number Sequencing	368	3.0	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_num_seq_ss	Template	4
Letter Sequencing	369	3.0	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_let_seq_raw	Template	3
Letter Sequencing	369	3.0	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_let_seq_ss	Template	4
Number-Letter Switching	370	3.0	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_switch_raw	Template	3
Number-Letter Switching	370	3.0	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_switch_ss	Template	4
Total Errors	371	3.0	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_errors_raw	Template	3
Total Errors	371	3.0	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_errors_ss	Template	4
Motor Speed	372	3.0	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_mot_speed_raw	Template	3
Motor Speed	372	3.0	DKEFS - Trail Making	DKEFS - Trail Making	DKEFSTrails_mot_speed_ss	Template	4
DKEFS - Verbal Fluency	373	3.0	DKEFS - Verbal Fluency	DKEFS - Verbal Fluency	NA	NA	NA
Letter Fluency	374	3.0	DKEFS - Verbal Fluency	DKEFS - Verbal Fluency	DKEFSletterflue_raw	Template	3
Letter Fluency	374	3.0	DKEFS - Verbal Fluency	DKEFS - Verbal Fluency	DKEFSletterflue_ss	Template	4
Letter Fluency	374	3.0	DKEFS - Verbal Fluency	DKEFS - Verbal Fluency	DKEFSletterlfue_per	Template	5
Letter Fluency	374	3.0	DKEFS - Verbal Fluency	DKEFS - Verbal Fluency	DKEFSleterflue_int	Template	6
Category Fluency	375	3.0	DKEFS - Verbal Fluency	DKEFS - Verbal Fluency	DKEFScatflu_raw	Template	3
Category Fluency	375	3.0	DKEFS - Verbal Fluency	DKEFS - Verbal Fluency	DKEFScatflu_ss	Template	4
Category Fluency	375	3.0	DKEFS - Verbal Fluency	DKEFS - Verbal Fluency	DKEFScatflu_per	Template	5
Category Fluency	375	3.0	DKEFS - Verbal Fluency	DKEFS - Verbal Fluency	DKEFScatflu_int	Template	6
Switching Fluency	376	3.0	DKEFS - Verbal Fluency	DKEFS - Verbal Fluency	DKEFSswitchfluency_raw	Template	3
Switching Fluency	376	3.0	DKEFS - Verbal Fluency	DKEFS - Verbal Fluency	DKEFSswitchfluency_ss	Template	4
Switching Fluency	376	3.0	DKEFS - Verbal Fluency	DKEFS - Verbal Fluency	DKEFSswitchaccuracy_raw	Template	5
Switching Fluency	376	3.0	DKEFS - Verbal Fluency	DKEFS - Verbal Fluency	DKEFSswitchaccuracy_ss	Template	6
Switching Accuracy	377	3.0	DKEFS - Verbal Fluency	DKEFS - Verbal Fluency	NA	NA	NA
DKEFS - Design Fluency	378	3.0	DKEFS - Design Fluency	DKEFS - Design Fluency	NA	NA	NA
Filled Dots	379	3.0	DKEFS - Design Fluency	DKEFS - Design Fluency	NA	NA	NA
Empty Dots	380	3.0	DKEFS - Design Fluency	DKEFS - Design Fluency	NA	NA	NA
Switching	381	3.0	DKEFS - Design Fluency	DKEFS - Design Fluency	NA	NA	NA
Total Repetitions	382	3.0	DKEFS - Design Fluency	DKEFS - Design Fluency	NA	NA	NA
DKEFS - C/W Interference	383	3.0	DKEFS - C/W Interference	DKEFS - C/W Interference	NA	NA	NA
Color Naming	384	3.0	DKEFS - C/W Interference	DKEFS - C/W Interference	NA	NA	NA
Word Reading	385	3.0	DKEFS - C/W Interference	DKEFS - C/W Interference	NA	NA	NA
Inhibition	386	3.0	DKEFS - C/W Interference	DKEFS - C/W Interference	NA	NA	NA
Inhibition/Switching	387	3.0	DKEFS - C/W Interference	DKEFS - C/W Interference	NA	NA	NA
Inhibition/Switching Errors	388	3.0	DKEFS - C/W Interference	DKEFS - C/W Interference	NA	NA	NA
DKEFS - Sorting	389	3.0	DKEFS - Sorting	DKEFS - Sorting	NA	NA	NA
Confirmed Correct Sorts	390	3.0	DKEFS - Sorting	DKEFS - Sorting	NA	NA	NA
Free Sorting Description	391	3.0	DKEFS - Sorting	DKEFS - Sorting	NA	NA	NA
Repeated Sorts	392	3.0	DKEFS - Sorting	DKEFS - Sorting	NA	NA	NA
Set-Loss Sorts	393	3.0	DKEFS - Sorting	DKEFS - Sorting	NA	NA	NA
DKEFS - 20 Questions	394	3.0	DKEFS - 20 Questions	DKEFS - 20 Questions	NA	NA	NA
Initial Abstraction	395	3.0	DKEFS - 20 Questions	DKEFS - 20 Questions	NA	NA	NA
Total Questions Asked	396	3.0	DKEFS - 20 Questions	DKEFS - 20 Questions	NA	NA	NA
Weighted Achievement	397	3.0	DKEFS - 20 Questions	DKEFS - 20 Questions	NA	NA	NA
Repeated Questions	398	3.0	DKEFS - 20 Questions	DKEFS - 20 Questions	NA	NA	NA
Set-Loss Questions	399	3.0	DKEFS - 20 Questions	DKEFS - 20 Questions	NA	NA	NA
DKEFS - Proverbs	400	3.0	DKEFS - Proverbs	DKEFS - Proverbs	NA	NA	NA
Achievement: Free Inquiry	401	3.0	DKEFS - Proverbs	DKEFS - Proverbs	NA	NA	NA
Accuracy Only Score	402	3.0	DKEFS - Proverbs	DKEFS - Proverbs	NA	NA	NA
Abstraction Only Score	403	3.0	DKEFS - Proverbs	DKEFS - Proverbs	NA	NA	NA
DKEFS - Tower	404	3.0	DKEFS - Tower	DKEFS - Tower	NA	NA	NA
Achievement Score	405	3.0	DKEFS - Tower	DKEFS - Tower	DKEFSTower_ach_score_raw	Template	3
Achievement Score	405	3.0	DKEFS - Tower	DKEFS - Tower	DKEFSTower_ach_score_ss	Template	4
Mean First Move Time	406	3.0	DKEFS - Tower	DKEFS - Tower	DKEFSTower_mean1move_raw	Template	3
Mean First Move Time	406	3.0	DKEFS - Tower	DKEFS - Tower	DKEFSTower_mean1move_ss	Template	4
Time / Move Ratio	407	3.0	DKEFS - Tower	DKEFS - Tower	DKEFSTower_timepermove_raw	Template	3
Time / Move Ratio	407	3.0	DKEFS - Tower	DKEFS - Tower	DKEFSTower_timepermove_ss	Template	4
Move Accuracy Ratio	408	3.0	DKEFS - Tower	DKEFS - Tower	DKEFSTower_move_acc_raw	Template	3
Move Accuracy Ratio	408	3.0	DKEFS - Tower	DKEFS - Tower	DKEFSTower_move_acc_ss	Template	4
Rule-Violation / Item Ratio	409	3.0	DKEFS - Tower	DKEFS - Tower	DKEFSTower_rule_viol_raw	Template	3
Rule-Violation / Item Ratio	409	3.0	DKEFS - Tower	DKEFS - Tower	DKEFSTower_rule_viol_ss	Template	4
Total Rule Violations	410	3.0	DKEFS - Tower	DKEFS - Tower	DKEFSTower_tot_rvs_raw	Template	3
Total Rule Violations	410	3.0	DKEFS - Tower	DKEFS - Tower	DKEFSTower_tot_rvs_perc	Template	5
Short Category Test	411	3.0	Short Category Test	Short Category Test	NA	NA	NA
Tapping Set	412	3.0	Tapping Set	Tapping Set	TapSet_raw	Template	3
Motor Sequencing	413	3.0	Motor Sequencing	Motor Sequencing	MotSeq_raw	Template	3
Frontal Systems Behavior Scale	414	3.0	Frontal Systems Behavior Scale	Frontal Systems Behavior Scale	NA	NA	NA
Self-Rating: Before	415	3.0	Frontal Systems Behavior Scale	Frontal Systems Behavior Scale	NA	NA	NA
Apathy	416	3.0	Frontal Systems Behavior Scale	Self-Rating: Before	NA	NA	NA
Disinhibition	417	3.0	Frontal Systems Behavior Scale	Self-Rating: Before	NA	NA	NA
Exec. Dysfunction	418	3.0	Frontal Systems Behavior Scale	Self-Rating: Before	NA	NA	NA
Total Score	419	3.0	Frontal Systems Behavior Scale	Self-Rating: Before	NA	NA	NA
Self-Rating: After	420	3.0	Frontal Systems Behavior Scale	Frontal Systems Behavior Scale	NA	NA	NA
Apathy	421	3.0	Frontal Systems Behavior Scale	Self-Rating: After	NA	NA	NA
Disinhibition	422	3.0	Frontal Systems Behavior Scale	Self-Rating: After	NA	NA	NA
Exec. Dysfunction	423	3.0	Frontal Systems Behavior Scale	Self-Rating: After	NA	NA	NA
