test,test_no,identifier
Behavior Rating Inventory of Executive Function-Preschool,1,Behavior Rating Inventory of Executive Function-Preschool | Shift Scale
Behavior Rating Inventory of Executive Function-Preschool,1,Behavior Rating Inventory of Executive Function-Preschool | Emotional Control Scale (EC)
Behavior Rating Inventory of Executive Function-Preschool,1,Behavior Rating Inventory of Executive Function-Preschool | Working Memory Scale (WM)
Behavior Rating Inventory of Executive Function-Preschool,1,Behavior Rating Inventory of Executive Function-Preschool | Plan/Organize Scale (PO)
Behavior Rating Inventory of Executive Function-Preschool,1,Behavior Rating Inventory of Executive Function-Preschool | Inhibitory Self-Control (Inhibit + EC)
Behavior Rating Inventory of Executive Function-Preschool,1,Behavior Rating Inventory of Executive Function-Preschool | Flexibility (Shift + EC)
Behavior Rating Inventory of Executive Function-Preschool,1,Behavior Rating Inventory of Executive Function-Preschool | Emergent Metacognition (WM + PO)
Behavior Rating Inventory of Executive Function-Preschool,1,Behavior Rating Inventory of Executive Function-Preschool | Global Executive Composite
Behavior Rating Inventory of Executive Function-Preschool,1,Behavior Rating Inventory of Executive Function-Preschool | Global Executive Composite | Inconsistency Scale
Behavior Rating Inventory of Executive Function-Preschool,1,Behavior Rating Inventory of Executive Function-Preschool | Global Executive Composite | Negativity Scale
Behavior Rating Inventory of Executive Function-Preschool,2,Behavior Rating Inventory of Executive Function-Preschool
Behavior Rating Inventory of Executive Function-Preschool,2,Behavior Rating Inventory of Executive Function-Preschool | Inhibit Scale
Behavior Rating Inventory of Executive Function-Preschool,2,Behavior Rating Inventory of Executive Function-Preschool | Shift Scale
Behavior Rating Inventory of Executive Function-Preschool,2,Behavior Rating Inventory of Executive Function-Preschool | Emotional Control Scale (EC)
Behavior Rating Inventory of Executive Function-Preschool,2,Behavior Rating Inventory of Executive Function-Preschool | Working Memory Scale (WM)
Behavior Rating Inventory of Executive Function-Preschool,2,Behavior Rating Inventory of Executive Function-Preschool | Plan/Organize Scale (PO)
Behavior Rating Inventory of Executive Function-Preschool,2,Behavior Rating Inventory of Executive Function-Preschool | Inhibitory Self-Control (Inhibit + EC)
Behavior Rating Inventory of Executive Function-Preschool,2,Behavior Rating Inventory of Executive Function-Preschool | Flexibility (Shift + EC)
Behavior Rating Inventory of Executive Function-Preschool,2,Behavior Rating Inventory of Executive Function-Preschool | Emergent Metacognition (WM + PO)
Behavior Rating Inventory of Executive Function-Preschool,2,Behavior Rating Inventory of Executive Function-Preschool | Global Executive Composite
Behavior Rating Inventory of Executive Function-Preschool,2,Behavior Rating Inventory of Executive Function-Preschool | Global Executive Composite | Inconsistency Scale
Behavior Rating Inventory of Executive Function-Preschool,2,Behavior Rating Inventory of Executive Function-Preschool | Global Executive Composite | Negativity Scale
Childhood Autism Rating Scale - 2nd Edition,1,Childhood Autism Rating Scale - 2nd Edition
Childhood Autism Rating Scale - 2nd Edition,1,Childhood Autism Rating Scale - 2nd Edition | Total Score
Social Responsiveness Scale - 2,1,Social Responsiveness Scale - 2
Social Responsiveness Scale - 2,1,Social Responsiveness Scale - 2 | Total Score
Social Responsiveness Scale - 2,1,Social Responsiveness Scale - 2 | DSM-5 Compatible Subscales
Social Responsiveness Scale - 2,1,Social Responsiveness Scale - 2 | DSM-5 Compatible Subscales | Social Communication & Interaction
Social Responsiveness Scale - 2,1,Social Responsiveness Scale - 2 | DSM-5 Compatible Subscales | Restricted Interests & Repetitive Behavior
Social Responsiveness Scale - 2,1,Social Responsiveness Scale - 2 | Treatment Subscale Results
Social Responsiveness Scale - 2,1,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Awareness
Social Responsiveness Scale - 2,1,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Cognition
Social Responsiveness Scale - 2,1,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Communication
Social Responsiveness Scale - 2,1,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Motivation
Social Responsiveness Scale - 2,1,Social Responsiveness Scale - 2 | Treatment Subscale Results | Restricted Interests and Repetitive Behavior
Social Responsiveness Scale - 2,2,Social Responsiveness Scale - 2
Social Responsiveness Scale - 2,2,Social Responsiveness Scale - 2 | Total Score
Social Responsiveness Scale - 2,2,Social Responsiveness Scale - 2 | DSM-5 Compatible Subscales
Social Responsiveness Scale - 2,2,Social Responsiveness Scale - 2 | DSM-5 Compatible Subscales | Social Communication & Interaction
Social Responsiveness Scale - 2,2,Social Responsiveness Scale - 2 | DSM-5 Compatible Subscales | Restricted Interests & Repetitive Behavior
Social Responsiveness Scale - 2,2,Social Responsiveness Scale - 2 | Treatment Subscale Results
Social Responsiveness Scale - 2,2,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Awareness
Social Responsiveness Scale - 2,2,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Cognition
Social Responsiveness Scale - 2,2,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Communication
Social Responsiveness Scale - 2,2,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Motivation
Social Responsiveness Scale - 2,2,Social Responsiveness Scale - 2 | Treatment Subscale Results | Restricted Interests and Repetitive Behavior
Social Responsiveness Scale - 2,3,Social Responsiveness Scale - 2
Social Responsiveness Scale - 2,3,Social Responsiveness Scale - 2 | Total Score
Social Responsiveness Scale - 2,3,Social Responsiveness Scale - 2 | DSM-5 Compatible Subscales
Social Responsiveness Scale - 2,3,Social Responsiveness Scale - 2 | DSM-5 Compatible Subscales | Social Communication & Interaction
Social Responsiveness Scale - 2,3,Social Responsiveness Scale - 2 | DSM-5 Compatible Subscales | Restricted Interests & Repetitive Behavior
Social Responsiveness Scale - 2,3,Social Responsiveness Scale - 2 | Treatment Subscale Results
Social Responsiveness Scale - 2,3,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Awareness
Social Responsiveness Scale - 2,3,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Cognition
Social Responsiveness Scale - 2,3,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Communication
Social Responsiveness Scale - 2,3,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Motivation
Social Responsiveness Scale - 2,3,Social Responsiveness Scale - 2 | Treatment Subscale Results | Restricted Interests and Repetitive Behavior
Social Responsiveness Scale - 2,4,Social Responsiveness Scale - 2
Social Responsiveness Scale - 2,4,Social Responsiveness Scale - 2 | Total Score
Social Responsiveness Scale - 2,4,Social Responsiveness Scale - 2 | DSM-5 Compatible Subscales
Social Responsiveness Scale - 2,4,Social Responsiveness Scale - 2 | DSM-5 Compatible Subscales | Social Communication & Interaction
Social Responsiveness Scale - 2,4,Social Responsiveness Scale - 2 | DSM-5 Compatible Subscales | Restricted Interests & Repetitive Behavior
Social Responsiveness Scale - 2,4,Social Responsiveness Scale - 2 | Treatment Subscale Results
Social Responsiveness Scale - 2,4,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Awareness
Social Responsiveness Scale - 2,4,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Cognition
Social Responsiveness Scale - 2,4,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Communication
Social Responsiveness Scale - 2,4,Social Responsiveness Scale - 2 | Treatment Subscale Results | Social Motivation
Social Responsiveness Scale - 2,4,Social Responsiveness Scale - 2 | Treatment Subscale Results | Restricted Interests and Repetitive Behavior
GARS-3,1,GARS-3
GARS-3,1,GARS-3 | Autism Index
GARS-3,1,GARS-3 | Autism Index | Restricted/Repetitive Behaviors
GARS-3,1,GARS-3 | Autism Index | Social Interaction
GARS-3,1,GARS-3 | Autism Index | Social Communication
GARS-3,1,GARS-3 | Autism Index | Emotional Responses
GARS-3,1,GARS-3 | Autism Index | Cognitive Style
GARS-3,1,GARS-3 | Autism Index | Maladaptive Speech
GARS-3,2,GARS-3
GARS-3,2,GARS-3 | Autism Index
GARS-3,2,GARS-3 | Autism Index | Restricted/Repetitive Behaviors
GARS-3,2,GARS-3 | Autism Index | Social Interaction
GARS-3,2,GARS-3 | Autism Index | Social Communication
GARS-3,2,GARS-3 | Autism Index | Emotional Responses
GARS-3,2,GARS-3 | Autism Index | Cognitive Style
GARS-3,2,GARS-3 | Autism Index | Maladaptive Speech
ADOS-2,1,ADOS-2
