measure	row	version	bold_header	indent_header	worksheet	redcap	column
Medication Effects	555	3.0u1.30	QoLiE-31	QoLiE-31	Template	NA	NA
Social Functioning	556	3.0u1.30	QoLiE-31	QoLiE-31	Template	NA	NA
Overall Score	557	3.0u1.30	QoLiE-31	QoLiE-31	Template	NA	NA
ABAS-II	558	3.0u1.30	ABAS-II	ABAS-II	Template	NA	NA
General Adaptive Composite	559	3.0u1.30	ABAS-II	ABAS-II	Template	NA	NA
Conceptual Composite	560	3.0u1.30	ABAS-II	ABAS-II	Template	NA	NA
Communication	561	3.0u1.30	ABAS-II	Conceptual Composite	Template	NA	NA
Functional Academics	562	3.0u1.30	ABAS-II	Conceptual Composite	Template	NA	NA
Self-Direction	563	3.0u1.30	ABAS-II	Conceptual Composite	Template	NA	NA
Social Composite	564	3.0u1.30	ABAS-II	ABAS-II	Template	NA	NA
Leisure	565	3.0u1.30	ABAS-II	Social Composite	Template	NA	NA
Social	566	3.0u1.30	ABAS-II	Social Composite	Template	NA	NA
Practical Composite	567	3.0u1.30	ABAS-II	ABAS-II	Template	NA	NA
Community Use	568	3.0u1.30	ABAS-II	Practical Composite	Template	NA	NA
Home Living	569	3.0u1.30	ABAS-II	Practical Composite	Template	NA	NA
Health & Safety	570	3.0u1.30	ABAS-II	Practical Composite	Template	NA	NA
Self-Care	571	3.0u1.30	ABAS-II	Practical Composite	Template	NA	NA
ABAS-3	572	3.0u1.30	ABAS-3	ABAS-3	Template	NA	NA
General Adaptive Composite	573	3.0u1.30	ABAS-3	ABAS-3	Template	NA	NA
Conceptual Composite	574	3.0u1.30	ABAS-3	ABAS-3	Template	NA	NA
Communication	575	3.0u1.30	ABAS-3	Conceptual Composite	Template	NA	NA
Functional Academics	576	3.0u1.30	ABAS-3	Conceptual Composite	Template	NA	NA
Self-Direction	577	3.0u1.30	ABAS-3	Conceptual Composite	Template	NA	NA
Social Composite	578	3.0u1.30	ABAS-3	ABAS-3	Template	NA	NA
Leisure	579	3.0u1.30	ABAS-3	Social Composite	Template	NA	NA
Social	580	3.0u1.30	ABAS-3	Social Composite	Template	NA	NA
Practical Composite	581	3.0u1.30	ABAS-3	ABAS-3	Template	NA	NA
Community Use	582	3.0u1.30	ABAS-3	Practical Composite	Template	NA	NA
Home Living	583	3.0u1.30	ABAS-3	Practical Composite	Template	NA	NA
Health & Safety	584	3.0u1.30	ABAS-3	Practical Composite	Template	NA	NA
Self-Care	585	3.0u1.30	ABAS-3	Practical Composite	Template	NA	NA
FACT-Br	586	3.0u1.30	FACT-Br	FACT-Br	Template	NA	NA
Physical Well-being	587	3.0u1.30	FACT-Br	FACT-Br	Template	NA	NA
Social/Family Well-being	588	3.0u1.30	FACT-Br	FACT-Br	Template	NA	NA
Relationship with MD	589	3.0u1.30	FACT-Br	FACT-Br	Template	NA	NA
Emotional Well-being	590	3.0u1.30	FACT-Br	FACT-Br	Template	NA	NA
Functional Well-being	591	3.0u1.30	FACT-Br	FACT-Br	Template	NA	NA
Brain Specific Concerns	592	3.0u1.30	FACT-Br	FACT-Br	Template	NA	NA
Total Fact-G	593	3.0u1.30	FACT-Br	FACT-Br	Template	NA	NA
Fatigue (raw/ 52)	594	3.0u1.30	FACT-Br	FACT-Br	Template	NA	NA
MAQ	595	3.0u1.30	MAQ	MAQ	Template	NA	NA
Physiological Panic	596	3.0u1.30	MAQ	MAQ	Template	maq_physio_panic	4
Social Phobia	597	3.0u1.30	MAQ	MAQ	Template	maq_soc_pho	4
Worry / Fears	598	3.0u1.30	MAQ	MAQ	Template	maq_worry_fear	4
Negative Affectivity	599	3.0u1.30	MAQ	MAQ	Template	maq_neg_aff	4
Total MAQ	600	3.0u1.30	MAQ	MAQ	Template	maq_tot	4
PDQ-39	601	3.0u1.30	PDQ-39	PDQ-39	Template	NA	NA
Mobility	602	3.0u1.30	PDQ-39	PDQ-39	Template	NA	NA
ADL	603	3.0u1.30	PDQ-39	PDQ-39	Template	NA	NA
Emotional	604	3.0u1.30	PDQ-39	PDQ-39	Template	NA	NA
Stigma	605	3.0u1.30	PDQ-39	PDQ-39	Template	NA	NA
Social	606	3.0u1.30	PDQ-39	PDQ-39	Template	NA	NA
Cognition	607	3.0u1.30	PDQ-39	PDQ-39	Template	NA	NA
Communication	608	3.0u1.30	PDQ-39	PDQ-39	Template	NA	NA
Body Discomfort	609	3.0u1.30	PDQ-39	PDQ-39	Template	NA	NA
Personality Assessment Inventory	610	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Inconsistency (ICN)	611	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Infrequency (INF)	612	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Negative Impression (NIM)	613	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Positive Impression (PIM)	614	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Somatic Complaints (SOM)	615	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Anxiety (ANX)	616	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Anxiety-Related Disorders (ARD)	617	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Depression (DEP)	618	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Mania (MAN)	619	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Paranoia (PAR)	620	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Schizophrenia (SCZ)	621	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Borderline Features (BOR)	622	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Antisocial Features (ANT)	623	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Alcohol Problems (ALC)	624	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Drug Problems (DRG)	625	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Aggression (AGG)	626	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Suicidal Ideation (SUI)	627	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Stress (STR)	628	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Nonsupport (NON)	629	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Treatment Rejection (RXR)	630	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Dominance (DOM)	631	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Warmth (WRM)	632	3.0u1.30	Personality Assessment Inventory	Personality Assessment Inventory	Template	NA	NA
Traumatic Symptom Inventory	633	3.0u1.30	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Atypical Response (ATR)	634	3.0u1.30	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Response Level (RL)	635	3.0u1.30	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Inconsistent Response (INC)	636	3.0u1.30	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Anxious Arousal (AA)	637	3.0u1.30	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Depression (DEP)	638	3.0u1.30	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Anger-Irritability (AI)	639	3.0u1.30	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Intrusive Experiences (IE)	640	3.0u1.30	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Defensive Avoidance (DA)	641	3.0u1.30	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Dissociation (DIS)	642	3.0u1.30	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Sexual Concerns (SC)	643	3.0u1.30	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Dysfxn Sexual Behavior (DSB)	644	3.0u1.30	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Impaired Self-reference (ISR)	645	3.0u1.30	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
Tension Reduction Behavior (TRB)	646	3.0u1.30	Traumatic Symptom Inventory	Traumatic Symptom Inventory	Template	NA	NA
MMPI-Rf	647	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
L-r: Uncommon Virtues	648	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
F-r: Infrequent Responses	649	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
K-r: Adjustment Validity	650	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
EID: Emotional/Internalizing Dysfxn	651	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
THD: Thought Dysfunction	652	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
BDX: Behavioral/Externalizing Dysfxn	653	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
RCd: Demoralization	654	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC1: Somatic Complaints	655	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC2: Low Positive Emotions	656	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC3: Cynicism	657	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC4: Antisocial Behavior	658	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC6: Ideas of Persecution	659	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC7: Dysfxn Negative Emotions	660	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC8: Aberrant Experiences	661	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
RC9: Hypomanic Activation	662	3.0u1.30	MMPI-Rf	MMPI-Rf	Template	NA	NA
MMPI-2	663	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
VRIN	664	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
TRIN	665	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
F	666	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
Fb	667	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
Fp	668	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
L	669	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
F	670	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
K	671	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
1 - Hs	672	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
2 - D	673	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
3 - Hy	674	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
4 - Pd	675	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
5 - Mf	676	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
6 - Pa	677	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
7 - Pt	678	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
8 - Sc	679	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
9 - Ma	680	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
0 - Si	681	3.0u1.30	MMPI-2	MMPI-2	Template	NA	NA
QUEST	682	3.0u1.30	QUEST	QUEST	Template	NA	NA
Total Score	683	3.0u1.30	QUEST	QUEST	Template	NA	NA
Communication	684	3.0u1.30	QUEST	QUEST	Template	NA	NA
Work & Finances	685	3.0u1.30	QUEST	QUEST	Template	NA	NA
Hobbies	686	3.0u1.30	QUEST	QUEST	Template	NA	NA
Physical	687	3.0u1.30	QUEST	QUEST	Template	NA	NA
Psychosocial	688	3.0u1.30	QUEST	QUEST	Template	NA	NA
SIMS	689	3.0u1.30	SIMS	SIMS	Template	NA	NA
Psychosis	690	3.0u1.30	SIMS	SIMS	Template	NA	NA
Neurologic Impairment	691	3.0u1.30	SIMS	SIMS	Template	NA	NA
Amnestic Disorders	692	3.0u1.30	SIMS	SIMS	Template	NA	NA
Low Intelligence	693	3.0u1.30	SIMS	SIMS	Template	NA	NA
Affective Disorders	694	3.0u1.30	SIMS	SIMS	Template	NA	NA
Total Score	695	3.0u1.30	SIMS	SIMS	Template	NA	NA
PTSD Checklist	696	3.0u1.30	PTSD Checklist	PTSD Checklist	Template	NA	NA
Brief Symptom Inventory 18	697	3.0u1.30	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
Somatization	698	3.0u1.30	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
Depression	699	3.0u1.30	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
Anxiety	700	3.0u1.30	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
GSI	701	3.0u1.30	Brief Symptom Inventory 18	Brief Symptom Inventory 18	Template	NA	NA
SRS-2 (Self)	702	3.0u1.30	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
Awr	703	3.0u1.30	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
Cog	704	3.0u1.30	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
Com	705	3.0u1.30	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
Mot	706	3.0u1.30	SRS-2 (Self)	SRS-2 (Self)	Template	NA	NA
RRB (DSM-5)	707	3.0u1.30	SRS-2 (Self)	RRB (DSM-5)	Template	NA	NA
SCI (DSM-5)	708	3.0u1.30	SRS-2 (Self)	SCI (DSM-5)	Template	NA	NA
SRS Total	709	3.0u1.30	SRS-2 (Self)	SCI (DSM-5)	Template	NA	NA
SRS-2 (Other)	710	3.0u1.30	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
Awr	711	3.0u1.30	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
Cog	712	3.0u1.30	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
Com	713	3.0u1.30	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
Mot	714	3.0u1.30	SRS-2 (Other)	SRS-2 (Other)	Template	NA	NA
RRB (DSM-5)	715	3.0u1.30	SRS-2 (Other)	RRB (DSM-5)	Template	NA	NA
SCI (DSM-5)	716	3.0u1.30	SRS-2 (Other)	SCI (DSM-5)	Template	NA	NA
SRS Total	717	3.0u1.30	SRS Total	SCI (DSM-5)	Template	NA	NA
RAND-36 Health Inventory	718	3.0u1.30	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Physical Functioning	719	3.0u1.30	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Role Limitations (physical)	720	3.0u1.30	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Role Limitations (emotional)	721	3.0u1.30	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Energy/Fatigue	722	3.0u1.30	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Emotional Well-being	723	3.0u1.30	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Social Functioning	724	3.0u1.30	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
Pain	725	3.0u1.30	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
General Health	726	3.0u1.30	RAND-36 Health Inventory	RAND-36 Health Inventory	Template	NA	NA
COGNITIVE STATUS	12	3.0u10.21.16	COGNITIVE STATUS	COGNITIVE STATUS	Template	NA	NA
Information & Orientation (WMS-III)	14	3.0u10.21.16	Information & Orientation (WMS-III)	Information & Orientation (WMS-III)	Template	wms_io_per	5
Information & Orientation (WMS-III)	14	3.0u10.21.16	Information & Orientation (WMS-III)	Information & Orientation (WMS-III)	Template	wms_io_raw	3
Temporal Orientation	15	3.0u10.21.16	Temporal Orientation	Temporal Orientation	Template	NA	NA
Mini Mental State Examination	16	3.0u10.21.16	Mini Mental State Examination	Mini Mental State Examination	Template	NA	NA
R-BANS	17	3.0u10.21.16	R-BANS	R-BANS	Template	NA	NA
Total Scale	18	3.0u10.21.16	R-BANS	R-BANS	Template	NA	NA
Immediate Memory	19	3.0u10.21.16	R-BANS	R-BANS	Template	NA	NA
List Learning	20	3.0u10.21.16	R-BANS	Immediate Memory	Template	NA	NA
Story Memory	21	3.0u10.21.16	R-BANS	Immediate Memory	Template	NA	NA
Visuospatial/Constructional	22	3.0u10.21.16	R-BANS	R-BANS	Template	NA	NA
Figure Copy	23	3.0u10.21.16	R-BANS	Visuospatial/Constructional	Template	NA	NA
Line Orientation	24	3.0u10.21.16	R-BANS	Visuospatial/Constructional	Template	NA	NA
Language	25	3.0u10.21.16	R-BANS	R-BANS	Template	NA	NA
Picture Naming	26	3.0u10.21.16	R-BANS	Language	Template	NA	NA
Semantic Fluency	27	3.0u10.21.16	R-BANS	Language	Template	NA	NA
Attention	28	3.0u10.21.16	R-BANS	R-BANS	Template	NA	NA
Digit Span	29	3.0u10.21.16	R-BANS	Attention	Template	NA	NA
Coding	30	3.0u10.21.16	R-BANS	Attention	Template	NA	NA
Delayed Memory	31	3.0u10.21.16	R-BANS	R-BANS	Template	NA	NA
List Recall	32	3.0u10.21.16	R-BANS	Delayed Memory	Template	NA	NA
List Recognition	33	3.0u10.21.16	R-BANS	Delayed Memory	Template	NA	NA
Story Recall	34	3.0u10.21.16	R-BANS	Delayed Memory	Template	NA	NA
Figure Recall	35	3.0u10.21.16	R-BANS	Delayed Memory	Template	NA	NA
Mattis Dementia Rating Scale-2	36	3.0u10.21.16	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Attention	37	3.0u10.21.16	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Initiation / Perseveration	38	3.0u10.21.16	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Constructional	39	3.0u10.21.16	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Conceptualization	40	3.0u10.21.16	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Memory	41	3.0u10.21.16	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
Total Score	42	3.0u10.21.16	Mattis Dementia Rating Scale-2	Mattis Dementia Rating Scale-2	Template	NA	NA
INTELLECTUAL ABILITY	44	3.0u10.21.16	INTELLECTUAL ABILITY	INTELLECTUAL ABILITY	Template	NA	NA
Wechsler Adult Intelligence Scale-IV	46	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	NA	NA
Full Scale IQ	47	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	fsiq	3
Verbal Comprehension Index	48	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	vci	4
Similarities	49	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	sim_raw	3
Similarities	49	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	sim_ss	4
Vocabulary	50	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	voc_raw	3
Vocabulary	50	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	voc_ss	4
Information	51	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	in_raw	3
Information	51	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	in_ss	4
Comprehension	52	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Verbal Comprehension Index	Template	NA	NA
Perceptual Reasoning Index	53	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	pri	4
Block Design	54	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	bd_raw	3
Block Design	54	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	bd_ss	4
Matrix Reasoning	55	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	mr_raw	3
Matrix Reasoning	55	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	mr_ss	4
Visual Puzzles	56	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	vp_raw	3
Visual Puzzles	56	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	vp_ss	4
Picture Completion	57	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	dsp_raw	3
Picture Completion	57	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	dsp_ss	4
Figure Weights	58	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Perceptual Reasoning Index	Template	NA	NA
Working Memory Index	59	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	wmi	4
Digit Span	60	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Working Memory Index	Template	NA	NA
Arithmetic	61	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Working Memory Index	Template	ar_raw	3
Arithmetic	61	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Working Memory Index	Template	ar_ss	4
L-N Sequencing	62	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Working Memory Index	Template	NA	NA
Processing Speed Index	63	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Wechsler Adult Intelligence Scale-IV	Template	psi	4
Symbol Search	64	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	ss_raw	3
Symbol Search	64	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	ss_ss	4
Coding	65	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	cd_raw	3
Coding	65	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	cd_ss	4
Cancellation	66	3.0u10.21.16	Wechsler Adult Intelligence Scale-IV	Processing Speed Index	Template	NA	NA
Wechsler Adult Intelligence Scale-III	67	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Verbal IQ	68	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Performance IQ	69	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Full Scale IQ	70	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Verbal Comprehension Index	71	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Vocabulary	72	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	Template	NA	NA
Similarities	73	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	Template	NA	NA
Information	74	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	Template	NA	NA
Comprehension	75	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Verbal Comprehension Index	Template	NA	NA
Perceptual Organization Index	76	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Picture Completion	77	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	Template	NA	NA
Block Design	78	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	Template	NA	NA
Matrix Reasoning	79	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	Template	NA	NA
Picture Arrangement	80	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Perceptual Organization Index	Template	NA	NA
Working Memory Index	81	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Arithmetic	82	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Working Memory Index	Template	NA	NA
Digit Span	83	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Working Memory Index	Template	NA	NA
L-N Sequencing	84	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Working Memory Index	Template	NA	NA
Processing Speed Index	85	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Wechsler Adult Intelligence Scale-III	Template	NA	NA
Digit Symbol-Coding	86	3.0u10.21.16	Wechsler Adult Intelligence Scale-III	Processing Speed Index	Template	NA	NA
